item,clinical_recall_all,clinical_recall_symptoms,clinical_recall_medications,clinical_recall_labs,overall_token_f1,overall_rouge_l_f1,assessment_alignment_score,plan_alignment_score,judge_overall_grade,judge_error,n_omissions,n_additions,n_additions_supported_by_transcript,n_additions_unsupported_by_transcript,n_additions_unknown_by_transcript,n_additions_supported_by_primekg,n_additions_unsupported_by_primekg,n_additions_unknown_by_primekg,n_additions_supported_by_transcript_or_primekg,n_additions_transcript_unsupported_primekg_supported,n_additions_unsupported_by_transcript_and_primekg,n_omissions_unsupported_by_transcript
item_0018,0.3333333333333333,0.6428571428571429,0.0,0.0,0.34356715850512876,0.2545103724002806,0.07142857142857142,0.4146341463414634,D,,8,2,5,0,0,1,1,3,5,0,0,0
item_0019,0.391304347826087,0.3888888888888889,0.0,0.0,0.43493707254042663,0.3493799603174603,0.5499999999999999,0.5346534653465347,B,,24,10,20,0,0,0,18,2,20,0,0,4
item_0020,0.2857142857142857,0.2222222222222222,0.5,0.5714285714285714,0.5075188583078492,0.3896555494989872,0.22222222222222224,0.6238532110091742,C,,28,2,4,0,0,0,0,4,4,0,0,3
item_0021,0.47368421052631576,0.5,1.0,0.2,0.6081339853014377,0.5332685470342068,0.5882352941176471,0.5463414634146342,C,,11,3,4,0,0,0,4,0,4,0,0,1
item_0022,0.15,0.0,1.0,0.0,0.4235202492211838,0.32848784285543176,0.13333333333333333,0.6,C,,15,5,10,0,0,2,6,2,10,0,0,0
item_0023,0.41935483870967744,0.23076923076923078,0.5,0.6,0.5277777777777778,0.413550047954873,0.20512820512820512,0.7171717171717172,D,,15,2,4,0,0,0,4,0,4,0,0,0
item_0024,0.3333333333333333,0.16666666666666666,1.0,0.8,0.5525228044436896,0.45830177051725207,0.6399999999999999,0.5443037974683544,D,,13,1,2,0,0,0,0,2,2,0,0,2
item_0025,0.53125,0.5555555555555556,0.0,0.8181818181818182,0.4954209235510021,0.355771858379017,0.3157894736842105,0.5655172413793104,C,,24,2,4,0,0,0,4,0,4,0,0,2
item_0026,0.20833333333333334,0.1111111111111111,0.0,0.18181818181818182,0.4086983324788203,0.29251326476726935,0.24390243902439027,0.5945945945945946,D,,3,1,2,0,0,0,2,0,2,0,0,1
item_0027,0.3333333333333333,0.3,0.0,0.7777777777777778,0.5378177111569409,0.3773836540768121,0.4444444444444444,0.6395348837209303,C,,2,0,1,0,0,0,1,0,1,0,0,0
item_0028,0.18518518518518517,0.07142857142857142,0.0,0.14285714285714285,0.43242326401466713,0.31359513502370645,0.4,0.6880733944954129,C,,15,3,6,0,0,0,6,0,6,0,0,1
item_0029,0.41379310344827586,0.5,1.0,0.4444444444444444,0.49555445890650385,0.4003672224540699,0.16666666666666666,0.7076923076923076,B,,8,1,2,0,0,0,0,2,2,0,0,4
item_0030,0.5555555555555556,0.25,0.6666666666666666,0.7142857142857143,0.6078752624805257,0.45216463488819136,0.736842105263158,0.7023809523809524,B,,25,2,4,0,0,0,4,0,4,0,0,0
item_0031,0.42857142857142855,0.23076923076923078,1.0,0.3333333333333333,0.6346282882516293,0.5375584901614906,0.8461538461538461,0.5544554455445545,C,,16,3,3,0,0,0,2,1,3,0,0,0
item_0032,0.5909090909090909,0.6666666666666666,0.0,0.5,0.580357130298017,0.443445421846913,0.32352941176470584,0.6009389671361502,,Judge returned non-JSON output: Expecting property name enclosed in double quotes: line 11 column 5 (char 1141),,,,,,,,,,,,
item_0033,0.42857142857142855,0.125,0.75,0.5,0.6777578405367451,0.5842550903471182,0.896551724137931,0.6666666666666666,D,,26,1,2,0,0,0,2,0,2,0,0,4
item_0034,0.4583333333333333,0.5,0.5,0.42857142857142855,0.4365303830472453,0.31431691043666804,0.1639344262295082,0.7239819004524887,D,,23,3,5,1,0,0,4,2,5,0,1,4
item_0035,0.43478260869565216,0.4,0.0,0.5,0.0,0.0,0.0,0.0,B,,1,0,1,0,0,0,1,0,1,0,0,1
item_0036,0.3333333333333333,0.6666666666666666,1.0,0.09090909090909091,0.0,0.0,0.0,0.0,D,,13,1,0,2,0,0,2,0,0,0,2,1
item_0037,0.1875,0.13636363636363635,0.0,0.5714285714285714,0.5194274405683802,0.38627019093353687,0.46153846153846156,0.7114093959731543,C,,30,3,4,2,0,0,4,2,4,0,0,3
item_0038,0.5714285714285714,0.5,1.0,0.8,0.6676266269130188,0.5551542142546853,1.0,0.6480446927374302,C,,17,2,2,0,0,0,2,0,2,0,0,1
item_0039,0.21739130434782608,0.6,0.6666666666666666,0.0,0.49499805674310143,0.3923814377942818,0.43999999999999995,0.6580645161290323,C,,13,1,1,0,0,0,1,0,1,0,0,2
item_0040,0.35714285714285715,0.4,0.25,0.4444444444444444,0.5871921849436244,0.43690060636020717,0.5263157894736842,0.6382978723404256,B,,19,4,8,0,0,2,4,2,8,0,0,0
item_0041,0.36666666666666664,0.75,0.3333333333333333,0.25,0.4438344384798893,0.3477611198847194,0.44067796610169485,0.5544554455445545,C,,24,0,,,,,,,,,,0
item_0042,0.29411764705882354,0.3333333333333333,0.0,1.0,0.4911900243968555,0.39942540342540345,0.411764705882353,0.5053763440860214,C,,21,2,4,0,0,0,2,2,4,0,0,2
item_0043,0.2962962962962963,0.8,1.0,0.3076923076923077,0.48291509042006514,0.37410138699535034,0.16,0.7553191489361701,C,,19,6,11,1,0,0,8,4,11,0,1,1
item_0044,0.5172413793103449,0.6153846153846154,0.6666666666666666,0.36363636363636365,0.0,0.0,0.0,0.0,D,,19,1,0,2,0,0,2,0,0,0,2,2
item_0045,0.3684210526315789,0.625,0.0,0.3333333333333333,0.4155308781772482,0.3022609435259301,0.39999999999999997,0.5792349726775957,D,,21,3,6,0,0,0,6,0,6,0,0,0
item_0046,0.15625,0.09523809523809523,0.0,0.4,0.44124785051729276,0.38094902835686245,0.3333333333333333,0.5146198830409356,C,,30,1,2,0,0,2,0,0,2,0,0,1
item_0047,0.45,0.6,0.5,0.3333333333333333,0.6536876980697206,0.5398491961872244,1.0,0.6769230769230771,C,,17,1,1,0,0,0,1,0,1,0,0,2
item_0048,0.35,0.45454545454545453,0.0,0.3333333333333333,0.5554195213788132,0.4492947849219495,0.37037037037037035,0.7434554973821988,C,,16,1,2,0,0,0,0,2,2,0,0,3
item_0049,0.4642857142857143,0.3333333333333333,0.5,0.5555555555555556,0.5092186192999757,0.3791954318448884,0.1818181818181818,0.6293103448275861,C,,22,1,2,0,0,0,0,2,2,0,0,2
item_0050,0.4444444444444444,0.5,1.0,0.6,0.6564729533218433,0.5077366718651445,0.676056338028169,0.717948717948718,B,,19,0,,,,,,,,,,0
item_0051,0.3939393939393939,0.4166666666666667,0.5,0.3333333333333333,0.5224151919880821,0.3842453330595623,0.37037037037037035,0.6304347826086957,C,,12,2,5,0,0,0,5,0,5,0,0,0
item_0052,0.5217391304347826,0.5714285714285714,1.0,0.7,0.554518656370635,0.45742127187953835,0.17777777777777776,0.8256880733944955,D,,15,0,,,,,,,,,,3
item_0053,0.5172413793103449,0.25,0.0,0.75,0.5390245387531241,0.44111815715688624,0.4074074074074074,0.5683060109289617,C,,16,0,,,,,,,,,,1
item_0054,0.5789473684210527,0.6,0.0,0.8571428571428571,0.5059860328663802,0.464708850926292,0.4878048780487805,0.4712041884816754,C,,13,0,,,,,,,,,,0
item_0055,0.3333333333333333,0.16666666666666666,1.0,0.8,0.5989229681456929,0.4949633145640405,0.744186046511628,0.6818181818181818,C,,28,0,,,,,,,,,,4
item_0056,0.4,0.7142857142857143,0.0,0.5714285714285714,0.534523246432515,0.41927213965056775,0.17391304347826086,0.5859872611464968,C,,13,4,8,0,0,0,8,0,8,0,0,0
item_0057,0.5,0.6470588235294118,0.6666666666666666,0.4444444444444444,0.5114006617540472,0.40358058694703597,0.1111111111111111,0.5970149253731343,C,,14,5,7,0,0,0,4,3,7,0,0,2
item_0058,0.4230769230769231,0.3333333333333333,1.0,0.5,0.4967483945167809,0.4093617627891821,0.13333333333333333,0.6631578947368421,B,,8,3,3,0,0,0,3,0,3,0,0,2
item_0059,0.47058823529411764,0.75,1.0,0.42857142857142855,0.5218352754237289,0.4093742865934153,0.13333333333333333,0.6666666666666667,B,,6,1,2,0,0,0,0,2,2,0,0,0
item_0060,0.23529411764705882,0.17647058823529413,0.3333333333333333,0.6666666666666666,0.4755841393976813,0.37816937550353724,0.3255813953488372,0.6799999999999999,D,,14,2,3,0,0,0,1,2,3,0,0,0
item_0061,0.5384615384615384,0.5714285714285714,1.0,0.6666666666666666,0.4812219615590402,0.3271972038990839,0.38095238095238093,0.4157303370786517,B,,20,2,5,0,0,0,5,0,5,0,0,0
item_0062,0.4411764705882353,0.5294117647058824,0.0,0.14285714285714285,0.5150975814591375,0.39035420201642895,0.36363636363636365,0.608187134502924,C,,17,2,2,1,0,0,3,0,2,0,1,1
item_0063,0.4074074074074074,0.4444444444444444,1.0,0.125,0.5270025324359954,0.38341837276798246,0.25,0.6428571428571429,B,,12,4,11,0,0,0,7,4,11,0,0,0
item_0064,0.3333333333333333,0.3,0.0,0.5,0.5152028705742052,0.38478254934944844,0.30769230769230765,0.7303370786516854,C,,29,2,4,0,0,0,4,0,4,0,0,4
item_0065,0.5555555555555556,0.36363636363636365,0.6666666666666666,0.25,0.5962433862433862,0.5161588444044585,0.6,0.5925925925925926,C,,24,4,6,2,0,0,8,0,6,0,2,4
item_0066,0.3235294117647059,0.45454545454545453,0.5,0.4166666666666667,0.5167235802829023,0.3796835749532596,0.6060606060606061,0.5855855855855856,D,,25,4,4,0,0,0,3,1,4,0,0,0
item_0067,0.38235294117647056,0.23076923076923078,1.0,0.5555555555555556,0.4489428968780333,0.3006820212353004,0.3773584905660377,0.5624999999999999,D,,17,5,7,1,0,0,8,0,7,0,1,2
item_0068,0.5454545454545454,0.4166666666666667,0.5,1.0,0.5833026503296719,0.4501597577340151,0.5,0.7105263157894737,C,,30,3,4,0,0,0,2,2,4,0,0,9
item_0069,0.48484848484848486,0.3,0.5,0.7777777777777778,0.6428337009451353,0.5052438057553147,0.7428571428571429,0.5658536585365853,D,,13,0,,,,,,,,,,1
item_0070,0.3,0.3333333333333333,0.0,0.25,0.6146051771125691,0.4557330703313686,0.5714285714285714,0.7415730337078651,C,,17,8,14,0,0,0,10,4,14,0,0,4
item_0071,0.52,0.5,0.6666666666666666,0.5555555555555556,0.5436403693357174,0.4708072664258231,0.5384615384615384,0.7159090909090909,C,,38,5,7,0,0,0,6,1,7,0,0,6
item_0072,0.4666666666666667,0.75,0.0,0.38461538461538464,0.48849930520352797,0.39124618329353533,0.3888888888888889,0.6903553299492386,D,,32,5,10,0,0,2,4,4,10,0,0,0
item_0073,0.35294117647058826,0.2,0.5,0.375,0.4982964864926124,0.3515667137389918,0.423076923076923,0.5925925925925926,D,,38,5,9,0,0,0,7,2,9,0,0,5
item_0074,0.4782608695652174,0.5714285714285714,0.5,0.875,0.5068550581246062,0.40277579563293847,0.23529411764705882,0.518987341772152,B,,16,4,8,0,0,0,8,0,8,0,0,1
item_0075,0.6666666666666666,0.6,1.0,0.625,0.5883087492605664,0.4317802421110692,0.3157894736842105,0.7586206896551725,C,,8,3,6,0,0,4,2,0,6,0,0,0
item_0076,0.4666666666666667,0.8,0.5,0.0,0.0,0.0,0.0,0.0,B,,11,0,2,0,0,0,0,2,2,0,0,0
item_0077,0.2777777777777778,0.14285714285714285,0.3333333333333333,0.2857142857142857,0.38043079300685795,0.29495466546434734,0.1764705882352941,0.6600985221674878,C,,33,3,6,0,0,0,2,4,6,0,0,1
item_0078,0.4090909090909091,0.2,0.5,0.5,0.0,0.0,0.0,0.0,C,,15,1,2,0,0,2,0,0,2,0,0,0
item_0079,0.5,0.3333333333333333,0.0,0.625,0.4776261953057085,0.3870158329841284,0.32,0.6206896551724138,D,,0,0,3,0,0,1,1,1,3,0,0,
item_0080,0.5,0.5,1.0,0.8,0.5893206465823576,0.4952570617946,0.5263157894736842,0.646341463414634,B,,25,1,2,0,0,0,2,0,2,0,0,1
item_0081,0.42857142857142855,0.5,1.0,0.4,0.5657955901686973,0.39575752769163114,0.6000000000000001,0.6440677966101696,C,,29,1,2,0,0,0,2,0,2,0,0,0
item_0082,0.5357142857142857,0.5555555555555556,0.6666666666666666,0.6363636363636364,0.48415920864318995,0.3077495696387359,0.29629629629629634,0.4615384615384615,C,,23,4,8,0,0,0,4,4,8,0,0,0
item_0083,0.3,0.5,1.0,0.0,0.4875524757557425,0.3642755980265513,0.5263157894736842,0.41379310344827586,C,,18,4,8,0,0,0,8,0,8,0,0,0
item_0084,0.28125,0.10526315789473684,0.0,0.6666666666666666,0.5544174512891373,0.4104254297977269,0.7272727272727272,0.4227642276422764,C,,5,2,2,1,0,1,2,0,2,0,1,2
item_0085,0.5789473684210527,0.6,1.0,0.42857142857142855,0.0,0.0,0.0,0.0,B,,9,0,,,,,,,,,,1
item_0086,0.5862068965517241,0.42857142857142855,0.0,0.6,0.48412427409988384,0.3596166190785397,0.16666666666666666,0.6048780487804878,C,,18,1,3,0,0,0,3,0,3,0,0,1
item_0087,0.5,0.2727272727272727,1.0,0.6666666666666666,0.4106283449157281,0.291126462190292,0.0,0.5972222222222222,D,,10,1,2,0,0,0,0,2,2,0,0,1
item_0088,0.6521739130434783,0.5384615384615384,1.0,0.8,0.603686597325978,0.5242421783614228,0.4761904761904762,0.7272727272727274,B,,8,1,1,1,0,0,2,0,1,0,1,0
item_0089,0.6451612903225806,0.45454545454545453,1.0,0.6666666666666666,0.5838783339422726,0.46759370358149493,0.5,0.670807453416149,C,,13,8,16,0,0,0,14,2,16,0,0,1
item_0090,0.6,0.6666666666666666,1.0,0.75,0.5290200138026224,0.4386904049163168,0.5,0.5571428571428572,B,,19,3,6,0,0,0,4,2,6,0,0,4
item_0091,0.48484848484848486,0.5833333333333334,0.5,0.4444444444444444,0.5388965961575014,0.4375149342891278,0.1379310344827586,0.7074235807860262,C,,0,0,3,1,0,0,4,0,3,0,1,
item_0092,0.39285714285714285,0.6153846153846154,0.6,0.1,0.5488721297403354,0.45822032803822804,0.6666666666666666,0.5599999999999999,C,,28,1,2,0,0,2,0,0,2,0,0,1
item_0093,0.48484848484848486,0.4,0.6666666666666666,0.6,0.52140528311743,0.3834520208567396,0.3902439024390244,0.6293706293706294,B,,23,3,6,0,0,2,4,0,6,0,0,2
item_0094,0.3076923076923077,0.14285714285714285,0.5,0.375,0.48991303412035114,0.35408637064409393,0.38095238095238093,0.5034965034965034,F,,20,0,,,,,,,,,,0
item_0095,0.3333333333333333,0.15384615384615385,0.3333333333333333,0.4444444444444444,0.0,0.0,0.0,0.0,C,,19,1,2,0,0,0,2,0,2,0,0,1
item_0096,0.28,0.2857142857142857,1.0,0.42857142857142855,0.48962021682821966,0.3801362458174427,0.35,0.5753424657534246,C,,19,3,6,0,0,0,6,0,6,0,0,1
item_0097,0.2962962962962963,0.15384615384615385,0.3333333333333333,0.3333333333333333,0.5411924611410913,0.3821212993455863,0.5,0.6931818181818183,C,,12,2,4,0,0,0,2,2,4,0,0,1
item_0098,0.375,0.4166666666666667,0.5,0.16666666666666666,0.6558092726143068,0.5114608621868151,0.8421052631578948,0.7111111111111111,C,,16,1,1,1,0,0,2,0,1,0,1,0
item_0099,0.34782608695652173,0.5555555555555556,0.6666666666666666,0.5,0.7004938904252406,0.5867552657011015,0.7142857142857143,0.7368421052631579,B,,3,1,1,0,0,0,1,0,1,0,0,0
item_0100,0.07407407407407407,0.058823529411764705,1.0,0.0,0.0,0.0,0.0,0.0,C,,22,2,4,0,0,2,2,0,4,0,0,1
item_0101,0.24,0.07692307692307693,0.5,1.0,0.4983368706983894,0.35696726120076194,0.37499999999999994,0.6628571428571428,B,,21,6,6,0,0,1,4,1,6,0,0,3
item_0102,0.4,0.25,0.6666666666666666,0.6666666666666666,0.5828828315806791,0.48041349383493603,0.7000000000000001,0.5915492957746479,D,,35,0,,,,,,,,,,6
item_0103,0.5,0.3333333333333333,0.0,0.8571428571428571,0.6045371081287207,0.44017966414965226,0.5365853658536585,0.6946107784431138,C,,15,0,,,,,,,,,,3
item_0104,0.25,0.25,0.0,0.0,0.3036369248902047,0.23364563574936614,0.3157894736842105,0.5290322580645161,C,,16,3,6,0,0,0,6,0,6,0,0,4
item_0105,0.17647058823529413,0.1111111111111111,0.5,0.0,0.47919759253092586,0.3704532344287316,0.07999999999999999,0.6103896103896104,C,,10,6,8,1,0,2,5,2,8,0,0,0
item_0106,0.6190476190476191,0.3333333333333333,1.0,0.7777777777777778,0.5001900400995078,0.38668762784599603,0.3142857142857143,0.5547445255474454,C,,12,1,2,0,0,2,0,0,2,0,0,0
item_0107,0.42105263157894735,0.6,0.6666666666666666,0.0,0.6096667424644382,0.5284607919088373,0.6666666666666666,0.6946107784431137,B,,21,0,,,,,,,,,,1
item_0108,0.5714285714285714,0.4444444444444444,1.0,0.0,0.5841878834589577,0.4585159406813846,0.47058823529411764,0.7719298245614035,C,,15,1,2,0,0,0,2,0,2,0,0,0
item_0109,0.5294117647058824,0.125,0.5,1.0,0.5193035382662251,0.4521423943504383,0.3157894736842105,0.5503355704697986,B,,10,1,2,0,0,0,0,2,2,0,0,0
item_0110,0.5185185185185185,0.375,1.0,0.8,0.5926157279156484,0.47818503635667814,0.5789473684210527,0.5921787709497208,B,,15,0,3,0,0,1,2,0,3,0,0,11
item_0111,0.42857142857142855,0.6,0.0,0.4,0.5057061546008617,0.42682994115062134,0.367816091954023,0.4880382775119617,C,,16,3,4,2,0,0,6,0,4,0,2,2
item_0112,0.36666666666666664,0.3333333333333333,0.5,0.625,0.6995454545454546,0.6059644059644059,0.7999999999999999,0.7181818181818183,C,,16,4,4,0,0,0,3,1,4,0,0,0
item_0113,0.2,0.42857142857142855,0.25,0.0,0.49078556578556576,0.3621717509470284,0.3461538461538462,0.7243243243243243,A,,14,4,8,0,0,0,6,2,8,0,0,0
item_0114,0.5416666666666666,0.6363636363636364,0.5,0.8333333333333334,0.5777799032178014,0.4348349946298251,0.4545454545454546,0.5714285714285715,C,,13,6,12,0,0,0,8,4,12,0,0,2
item_0115,0.3170731707317073,0.09090909090909091,1.0,0.5555555555555556,0.5551478092036474,0.42666935082483454,0.4571428571428571,0.5903614457831325,C,,30,2,2,0,0,0,2,0,2,0,0,11
item_0116,0.3888888888888889,0.2,0.5,0.625,0.6395105243906495,0.5617890691954099,0.7586206896551724,0.6229508196721312,B,,19,3,6,0,0,2,4,0,6,0,0,5
item_0117,0.32,0.375,0.0,0.2,0.4934123730844422,0.38975409120334226,0.48,0.4203821656050955,,"Grading step missing section 'Subjective'; got ['Objective', 'Assessment', 'Plan']",,,,,,,,,,,,
item_0118,0.3333333333333333,0.2,0.0,0.16666666666666666,0.5923689890776896,0.5186469075701748,0.7234042553191489,0.6666666666666667,C,,15,2,4,0,0,0,4,0,4,0,0,0
item_0119,0.19444444444444445,0.0,0.0,0.42857142857142855,0.5319688363783456,0.4506108330880188,0.5,0.6012269938650306,D,,30,4,4,2,0,0,3,3,4,0,1,5
item_0120,0.43478260869565216,0.25,1.0,0.5714285714285714,0.5272747020854022,0.4202122508335778,0.5263157894736842,0.6415094339622641,C,,18,1,2,0,0,2,0,0,2,0,0,0
item_0121,0.34782608695652173,0.5714285714285714,0.0,0.3333333333333333,0.37089627335462355,0.23887622845748469,0.3846153846153846,0.6127167630057804,C,,20,4,8,0,0,2,4,2,8,0,0,0
item_0122,0.26666666666666666,0.23076923076923078,1.0,0.25,0.354678956089478,0.22726182439007864,0.25,0.52,C,,13,1,1,0,0,0,1,0,1,0,0,1
item_0123,0.3235294117647059,0.0,1.0,0.5,0.0,0.0,0.0,0.0,D,,39,6,12,0,0,0,10,2,12,0,0,3
item_0124,0.275,0.13043478260869565,1.0,0.2,0.4206291607880416,0.32422253962471953,0.4347826086956522,0.5463917525773195,D,,22,2,4,0,0,0,0,4,4,0,0,3
item_0125,0.55,1.0,1.0,0.25,0.29503317409766455,0.1862594769571514,0.21333333333333335,0.7374999999999999,C,,13,7,17,0,0,2,9,6,17,0,0,0
item_0126,0.25925925925925924,0.5714285714285714,0.25,0.5,0.4663770068927836,0.3550297379860754,0.31250000000000006,0.6601941747572816,D,,22,7,14,0,0,0,10,4,14,0,0,4
item_0127,0.38095238095238093,0.75,0.0,0.5,0.63284753221049,0.5064570717045317,0.6206896551724138,0.8324324324324325,B,,18,1,2,0,0,0,2,0,2,0,0,0
item_0128,0.4090909090909091,1.0,0.6666666666666666,0.0,0.5065478637107017,0.3636940210570162,0.78125,0.6739130434782609,C,,15,3,6,0,0,0,5,1,6,0,0,2
item_0129,0.5172413793103449,0.5,1.0,0.6666666666666666,0.6330837640620249,0.5339725480323966,0.6666666666666666,0.6499999999999999,C,,9,6,10,2,0,2,5,5,10,0,0,0
item_0130,0.37037037037037035,0.09090909090909091,0.6666666666666666,0.8571428571428571,0.6011123261123261,0.3969122291937944,0.43243243243243246,0.7363636363636363,B,,17,2,6,0,0,3,0,3,6,0,0,0
item_0131,0.5,0.5,0.6666666666666666,0.8571428571428571,0.584141749723145,0.4523152969961481,0.6666666666666666,0.5828571428571429,C,,15,4,7,1,0,0,6,2,7,0,1,0
item_0132,0.375,0.1875,1.0,0.2857142857142857,0.657800117222174,0.5471043610972097,0.8387096774193549,0.6666666666666666,B,,32,6,12,0,0,2,10,0,12,0,0,4
item_0133,0.3103448275862069,0.1,1.0,0.3333333333333333,0.49417816373447293,0.34273562635544436,0.34146341463414637,0.5414364640883977,B,,20,2,3,0,0,0,1,2,3,0,0,1
item_0134,0.5833333333333334,0.7142857142857143,0.6666666666666666,0.14285714285714285,0.5104491897919097,0.3811205564175035,0.3333333333333333,0.7445255474452555,C,,14,6,12,0,0,0,8,4,12,0,0,1
item_0135,0.5,0.5,0.0,0.8571428571428571,0.5125267675335481,0.41279815245332485,0.11764705882352941,0.6147186147186147,C,,14,7,13,1,0,0,8,6,13,0,0,4
item_0136,0.4074074074074074,0.6,0.5,0.5555555555555556,0.4566572458841752,0.3619271330935909,0.07142857142857144,0.6524064171122995,C,,13,2,4,0,0,0,2,2,4,0,0,0
item_0137,0.36,0.15384615384615385,1.0,0.5714285714285714,0.4318722734551881,0.29207250794164963,0.14285714285714285,0.5527638190954774,C,,15,9,10,2,0,0,10,2,10,0,2,0
item_0138,0.38461538461538464,0.5714285714285714,0.5,0.5555555555555556,0.4954044594244231,0.4267060809113833,0.10526315789473685,0.7142857142857142,C,,13,3,7,0,0,0,3,4,7,0,0,0
item_0139,0.42857142857142855,0.2222222222222222,0.5,0.75,0.47970584270342986,0.3579626543431836,0.23255813953488372,0.6582278481012658,D,,11,1,1,0,0,0,0,1,1,0,0,1
item_0140,0.38461538461538464,0.3,0.0,0.4444444444444444,0.6337151464200644,0.567399677147989,0.6111111111111113,0.6775956284153005,B,,12,0,,,,,,,,,,3
item_0141,0.4,0.6,1.0,0.5,0.5498967232141615,0.4513081145820921,0.12121212121212122,0.8040201005025125,B,,1,0,,,,,,,,,,0
item_0142,0.3235294117647059,0.2857142857142857,0.0,0.18181818181818182,0.4544225338432088,0.39280801134010285,0.27027027027027023,0.5485714285714286,F,,29,3,6,0,0,0,6,0,6,0,0,1
item_0143,0.4482758620689655,0.46153846153846156,0.6666666666666666,0.75,0.5086168894859742,0.39492914040766924,0.375,0.5728643216080402,D,,13,0,2,0,0,1,1,0,2,0,0,3
item_0144,0.4583333333333333,0.5,0.3333333333333333,0.625,0.47088915156291045,0.3223984844425734,0.3404255319148936,0.5851063829787234,C,,8,3,9,0,0,0,9,0,9,0,0,3
item_0145,0.2,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,D,,27,0,1,0,0,0,0,1,1,0,0,3
item_0146,0.21428571428571427,0.07142857142857142,0.0,0.125,0.45729724061309635,0.34677884138022763,0.34375000000000006,0.6054054054054054,D,,32,4,7,0,0,1,5,1,7,0,0,6
