item,clinical_recall_all,clinical_recall_symptoms,clinical_recall_medications,clinical_recall_labs,overall_token_f1,overall_rouge_l_f1,assessment_alignment_score,plan_alignment_score,judge_overall_grade,judge_error,n_omissions,n_additions,n_additions_supported_by_transcript,n_additions_unsupported_by_transcript,n_additions_unknown_by_transcript,n_additions_supported_by_primekg,n_additions_unsupported_by_primekg,n_additions_unknown_by_primekg,n_additions_supported_by_transcript_or_primekg,n_additions_transcript_unsupported_primekg_supported,n_additions_unsupported_by_transcript_and_primekg,n_omissions_unsupported_by_transcript
item_0022,0.25,0.25,1.0,0.16666666666666666,0.42006991763823337,0.29723991669917416,0.08695652173913045,0.5576923076923077,B,,27,9,17,1,0,0,12,6,17,0,1,5
item_0023,0.5161290322580645,0.15384615384615385,0.0,0.6,0.5188860907376501,0.4319980349503952,0.20512820512820512,0.6844919786096256,D,,15,2,4,0,0,0,4,0,4,0,0,2
item_0024,0.16666666666666666,0.3333333333333333,1.0,0.0,0.5771675217616878,0.44323472098762673,0.5909090909090909,0.6746987951807228,C,,14,1,2,0,0,0,2,0,2,0,0,1
item_0025,0.59375,0.7222222222222222,0.5,0.8181818181818182,0.4756105164516947,0.3650056389134059,0.25352112676056343,0.6142857142857142,D,,35,2,4,0,0,0,0,4,4,0,0,6
item_0026,0.20833333333333334,0.1111111111111111,0.0,0.18181818181818182,0.4160412757973734,0.31233737795295874,0.2926829268292683,0.6153846153846154,D,,13,1,2,0,0,0,2,0,2,0,0,2
item_0027,0.2222222222222222,0.4,0.0,0.4444444444444444,0.5574887246583141,0.48350400920843173,0.39999999999999997,0.7167630057803468,C,,15,2,2,0,0,0,1,1,2,0,0,0
item_0028,0.18518518518518517,0.07142857142857142,0.0,0.14285714285714285,0.3480327214797209,0.2439837680355161,0.2105263157894737,0.5595854922279793,D,,0,0,3,0,0,0,1,2,3,0,0,
item_0029,0.27586206896551724,0.25,0.0,0.4444444444444444,0.49302302888368466,0.4301191996594295,0.25,0.6666666666666667,C,,23,7,12,1,0,0,6,7,12,0,0,4
item_0030,0.6111111111111112,0.75,0.6666666666666666,0.7142857142857143,0.5108766657956624,0.40834291253694716,0.6046511627906976,0.7528089887640449,C,,21,1,2,0,0,0,0,2,2,0,0,1
item_0031,0.32142857142857145,0.23076923076923078,0.0,0.3333333333333333,0.5964711351270403,0.5161019536019537,0.8461538461538461,0.4565217391304348,D,,37,2,2,0,0,0,2,0,2,0,0,0
item_0032,0.45454545454545453,0.3333333333333333,0.0,0.5,0.4916942658186333,0.38217109994384335,0.1875,0.6470588235294117,D,,16,4,4,0,0,0,4,0,4,0,0,1
item_0033,0.39285714285714285,0.25,0.75,0.5,0.6891038536868548,0.6081467161619833,0.9285714285714286,0.7263681592039801,D,,9,0,,,,,,,,,,4
item_0034,0.4166666666666667,0.5,0.5,0.42857142857142855,0.4520264681555004,0.32756358919459533,0.19354838709677416,0.6666666666666666,C,,13,4,5,0,0,1,3,1,5,0,0,2
item_0035,0.5217391304347826,0.4,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,D,,22,2,4,0,0,0,2,2,4,0,0,3
item_0036,0.37037037037037035,0.6666666666666666,1.0,0.09090909090909091,0.0,0.0,0.0,0.0,C,,27,1,2,0,0,0,2,0,2,0,0,2
item_0037,0.1875,0.13636363636363635,0.25,0.42857142857142855,0.484803037830932,0.3727980569714452,0.39999999999999997,0.6712328767123289,B,,20,6,12,0,0,0,12,0,12,0,0,1
item_0038,0.6428571428571429,0.5,1.0,0.6,0.7342044911610128,0.6251382961909278,1.0,0.7472527472527474,C,,14,1,3,0,0,0,2,1,3,0,0,0
item_0039,0.21739130434782608,0.8,0.3333333333333333,0.0,0.18452380952380953,0.13636363636363635,0.0,0.7380952380952381,C,,17,2,4,0,0,0,4,0,4,0,0,1
item_0040,0.42857142857142855,0.4,0.75,0.2222222222222222,0.5841856658033526,0.4508690178928341,0.5172413793103449,0.6965174129353234,B,,6,3,7,0,0,0,5,2,7,0,0,1
item_0041,0.3333333333333333,0.75,0.3333333333333333,0.25,0.47666005756253405,0.3754080423120746,0.5396825396825397,0.6066350710900474,C,,30,1,1,0,0,0,1,0,1,0,0,0
item_0042,0.23529411764705882,0.16666666666666666,0.0,1.0,0.47531185433412915,0.3950544663819718,0.56,0.3950617283950617,C,,33,3,6,0,0,2,2,2,6,0,0,1
item_0043,0.4074074074074074,0.4,1.0,0.5384615384615384,0.5490779649512526,0.4243195245706705,0.125,0.7675675675675675,C,,0,0,2,0,0,0,2,0,2,0,0,
item_0044,0.5517241379310345,0.5384615384615384,1.0,0.5454545454545454,0.0,0.0,0.0,0.0,C,,25,4,7,0,0,0,2,5,7,0,0,2
item_0045,0.3684210526315789,0.625,1.0,0.1111111111111111,0.39713787068886114,0.3130523555493279,0.39999999999999997,0.541871921182266,D,,17,4,4,0,0,0,3,1,4,0,0,0
item_0046,0.4375,0.5714285714285714,0.0,0.4,0.5872378415235558,0.47074017197924456,0.4615384615384615,0.686868686868687,B,,13,1,2,0,0,0,2,0,2,0,0,1
item_0047,0.45,0.8,0.5,0.3333333333333333,0.6535927313080871,0.5553544494720966,1.0,0.6666666666666666,B,,11,1,2,0,0,0,2,0,2,0,0,0
item_0048,0.55,0.45454545454545453,0.0,0.5555555555555556,0.5391828227766536,0.4246612144490958,0.37037037037037035,0.7486033519553071,D,,17,0,,,,,,,,,,2
item_0049,0.42857142857142855,0.4,0.5,0.5555555555555556,0.5740576171471539,0.43119596317317227,0.2777777777777778,0.6548672566371682,D,,16,3,3,0,0,0,3,0,3,0,0,0
item_0050,0.3055555555555556,0.3333333333333333,1.0,0.5,0.5789378268216635,0.4030126488005862,0.5,0.7336683417085427,C,,33,0,,,,,,,,,,6
item_0051,0.30303030303030304,0.3333333333333333,0.5,0.3333333333333333,0.44325274170772516,0.2954580082038776,0.3125,0.5657894736842105,C,,4,0,6,0,0,0,3,3,6,0,0,1
item_0052,0.43478260869565216,0.42857142857142855,1.0,0.8,0.44863959602339076,0.33479297337675523,0.2903225806451613,0.6464646464646464,C,,20,3,6,0,0,0,6,0,6,0,0,3
item_0053,0.3448275862068966,0.4166666666666667,0.5,0.25,0.5130043159454925,0.37104856913841705,0.5384615384615384,0.6310160427807486,C,,20,0,,,,,,,,,,0
item_0054,0.5263157894736842,0.2,0.0,0.8571428571428571,0.5110177404295051,0.443101732179296,0.46153846153846156,0.5079365079365079,C,,17,1,2,0,0,1,0,1,2,0,0,3
item_0055,0.2916666666666667,0.25,1.0,0.8,0.6276364118709253,0.5031203249596224,0.6956521739130435,0.6770833333333333,C,,32,2,1,1,0,0,2,0,1,0,1,5
item_0056,0.3333333333333333,0.5714285714285714,0.0,0.5714285714285714,0.47159439484031973,0.37241060488044425,0.11764705882352941,0.5301204819277109,B,,11,4,8,0,0,0,4,4,8,0,0,3
item_0057,0.5357142857142857,0.6470588235294118,1.0,0.4444444444444444,0.5197557536243944,0.38194478420351213,0.2608695652173913,0.6091370558375634,C,,12,2,5,0,0,0,3,2,5,0,0,1
item_0058,0.2692307692307692,0.3333333333333333,1.0,0.0,0.40798933126923215,0.3234628559845951,0.15384615384615383,0.5747126436781609,C,,21,4,8,0,0,2,6,0,8,0,0,1
item_0059,0.4117647058823529,0.75,1.0,0.42857142857142855,0.4587344567613787,0.3439891733368914,0.10526315789473684,0.704225352112676,B,,4,0,2,0,0,0,2,0,2,0,0,3
item_0060,0.2647058823529412,0.17647058823529413,0.3333333333333333,0.8333333333333334,0.49233556865135814,0.3865403439863196,0.37837837837837834,0.6756756756756758,D,,38,1,2,0,0,0,2,0,2,0,0,11
item_0061,0.5769230769230769,0.5714285714285714,1.0,0.7777777777777778,0.49926739926739927,0.345038402559418,0.38095238095238093,0.46666666666666673,C,,20,4,7,0,0,0,7,0,7,0,0,1
item_0062,0.3235294117647059,0.4117647058823529,0.0,0.14285714285714285,0.5321555462521834,0.43682216647944144,0.3888888888888889,0.6931818181818181,C,,28,3,6,0,0,0,2,4,6,0,0,7
item_0063,0.37037037037037035,0.2222222222222222,0.5,0.5,0.5989980207817911,0.4374557941888598,0.4186046511627907,0.7093023255813953,B,,18,2,4,0,0,0,2,2,4,0,0,0
item_0064,0.3888888888888889,0.3,0.0,0.5,0.5809711185069838,0.496734712496004,0.625,0.6627906976744186,C,,19,0,,,,,,,,,,0
item_0065,0.5185185185185185,0.45454545454545453,0.3333333333333333,0.5,0.5568052427427428,0.49368112752385535,0.6,0.5925925925925926,C,,31,2,2,0,0,0,2,0,2,0,0,5
item_0066,0.35294117647058826,0.45454545454545453,0.5,0.5,0.5306642011978852,0.4382354080028498,0.5454545454545455,0.5374449339207048,D,,0,0,5,0,0,0,5,0,5,0,0,
item_0067,0.4117647058823529,0.23076923076923078,1.0,0.4444444444444444,0.4757941833445262,0.36584559919947174,0.4736842105263157,0.6892655367231638,C,,18,2,4,0,0,0,4,0,4,0,0,1
item_0068,0.5,0.25,0.5,0.7777777777777778,0.5486968420862394,0.4015707350551569,0.5217391304347827,0.6979865771812079,D,,13,1,1,0,0,0,1,0,1,0,0,1
item_0069,0.5151515151515151,0.4,0.5,0.6666666666666666,0.6006806156806157,0.5063385938385938,0.7428571428571429,0.5925925925925926,C,,22,0,,,,,,,,,,0
item_0070,0.35,0.3333333333333333,0.3333333333333333,0.25,0.4844643310979898,0.3257235235668231,0.5599999999999999,0.6335403726708075,C,,40,5,4,1,0,0,3,2,4,0,1,6
item_0071,0.52,0.5,1.0,0.4444444444444444,0.4900918105216015,0.3800619440258347,0.5,0.6627906976744186,C,,38,6,12,0,0,0,8,4,12,0,0,6
item_0072,0.36666666666666664,0.0,0.0,0.38461538461538464,0.5264075203252032,0.4148242725469926,0.43749999999999994,0.6666666666666665,C,,26,3,6,0,0,0,4,2,6,0,0,1
item_0073,0.29411764705882354,0.4,0.5,0.375,0.5110198403520002,0.37412388341049724,0.5,0.5543478260869565,D,,8,3,5,0,0,0,4,1,5,0,0,1
item_0074,0.43478260869565216,0.42857142857142855,0.5,0.625,0.5200493537204534,0.3858182251908397,0.27272727272727276,0.5534591194968554,D,,22,1,2,0,0,0,2,0,2,0,0,1
item_0075,0.75,1.0,1.0,0.75,0.5513819985825655,0.4552190074341973,0.33333333333333326,0.7349397590361446,D,,20,2,4,0,0,0,0,4,4,0,0,3
item_0076,0.26666666666666666,0.4,0.5,0.16666666666666666,0.0,0.0,0.0,0.0,B,,13,0,1,0,0,0,0,1,1,0,0,0
item_0077,0.16666666666666666,0.2857142857142857,0.0,0.14285714285714285,0.4362936913895993,0.34460986739425375,0.33333333333333326,0.6847826086956522,D,,27,4,8,0,0,0,6,2,8,0,0,0
item_0078,0.2727272727272727,0.2,0.5,0.375,0.0,0.0,0.0,0.0,B,,16,7,7,0,0,0,4,3,7,0,0,0
item_0079,0.5555555555555556,0.3333333333333333,0.0,0.75,0.491115525307456,0.42500378248785886,0.38095238095238093,0.7317073170731708,D,,19,5,10,0,0,0,6,4,10,0,0,0
item_0080,0.4642857142857143,0.5,0.75,0.6,0.5715558291359206,0.45846900260113277,0.4736842105263157,0.6486486486486487,D,,29,4,8,0,0,0,8,0,8,0,0,5
item_0081,0.3333333333333333,0.6666666666666666,1.0,0.4,0.48964211076280045,0.3450851514936636,0.5833333333333334,0.5545454545454546,C,,14,0,1,0,0,0,1,0,1,0,0,3
item_0082,0.5357142857142857,0.5555555555555556,1.0,0.5454545454545454,0.48687170870526014,0.32129431077142573,0.30434782608695654,0.45098039215686275,C,,20,2,3,1,0,0,2,2,3,0,1,0
item_0083,0.4,0.6666666666666666,1.0,0.0,0.4893283799533799,0.40132603592996685,0.30769230769230765,0.43749999999999994,F,,11,4,6,0,0,0,6,0,6,0,0,2
item_0084,0.34375,0.2631578947368421,0.0,0.6666666666666666,0.5594348508634224,0.4332840791677952,0.7200000000000001,0.47692307692307695,D,,17,0,,,,,,,,,,0
item_0085,0.5263157894736842,0.7,1.0,0.42857142857142855,0.0,0.0,0.0,0.0,C,,18,1,1,0,0,0,0,1,1,0,0,1
item_0086,0.4827586206896552,0.5714285714285714,0.0,0.4,0.5173819617606211,0.40775589285356184,0.12500000000000003,0.5898617511520737,C,,15,1,2,0,0,0,0,2,2,0,0,0
item_0087,0.4444444444444444,0.09090909090909091,1.0,0.7777777777777778,0.3932649336192643,0.28607871900501053,0.0,0.5512820512820512,B,,7,3,5,0,0,0,4,1,5,0,0,1
item_0088,0.5217391304347826,0.3076923076923077,1.0,0.6,0.5823672083434392,0.484195405513235,0.4761904761904762,0.735483870967742,A,,7,1,2,0,0,0,2,0,2,0,0,0
item_0089,0.45161290322580644,0.09090909090909091,1.0,0.5555555555555556,0.6129379675400768,0.5162398444987862,0.7272727272727272,0.6174496644295302,B,,12,4,8,0,0,0,8,0,8,0,0,0
item_0090,0.5,0.5,1.0,0.625,0.5031364237380416,0.4377673473926354,0.5,0.5076923076923077,B,,13,4,8,0,0,0,6,2,8,0,0,1
item_0091,0.36363636363636365,0.16666666666666666,0.5,0.5555555555555556,0.5057210035599622,0.39516361239619424,0.19999999999999998,0.6949152542372883,C,,32,3,6,0,0,0,4,2,6,0,0,9
item_0092,0.42857142857142855,0.46153846153846156,0.6,0.2,0.46609054220038604,0.39361266947171575,0.6666666666666666,0.6341463414634146,D,,18,3,7,0,0,0,2,5,7,0,0,0
item_0093,0.5757575757575758,0.4,0.6666666666666666,0.8,0.53401132548352,0.3843624406284253,0.3142857142857143,0.5789473684210525,,Judge returned non-JSON output: Expecting property name enclosed in double quotes: line 11 column 5 (char 1122),,,,,,,,,,,,
item_0094,0.38461538461538464,0.5714285714285714,0.5,0.25,0.5646127583077162,0.4178343226083514,0.5517241379310344,0.6451612903225806,D,,17,6,9,2,0,0,11,0,9,0,2,2
item_0095,0.3,0.07692307692307693,0.6666666666666666,0.4444444444444444,0.0,0.0,0.0,0.0,C,,1,0,1,0,0,0,0,1,1,0,0,0
item_0096,0.44,0.2857142857142857,1.0,0.5714285714285714,0.566059588392319,0.42252522947411125,0.4,0.7172995780590717,,Judge returned non-JSON output: Expecting property name enclosed in double quotes: line 11 column 5 (char 1082),,,,,,,,,,,,
item_0097,0.2222222222222222,0.07692307692307693,0.3333333333333333,0.3333333333333333,0.5574845679012346,0.43480947030593525,0.8,0.6049382716049382,C,,22,0,,,,,,,,,,1
item_0098,0.46875,0.5,0.75,0.3333333333333333,0.5219192997824931,0.4324558212310051,0.5161290322580645,0.6388888888888888,C,,22,1,1,0,0,0,1,0,1,0,0,0
item_0099,0.391304347826087,0.2222222222222222,0.6666666666666666,0.5,0.7030361487660758,0.5989334909074735,0.8333333333333334,0.7445255474452555,B,,9,0,,,,,,,,,,0
item_0100,0.07407407407407407,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,C,,25,1,2,0,0,1,0,1,2,0,0,2
item_0101,0.4,0.15384615384615385,0.5,1.0,0.4644839165365413,0.3838134347635892,0.2608695652173913,0.6549707602339181,C,,27,5,5,0,0,0,4,1,5,0,0,4
item_0102,0.32,0.16666666666666666,0.3333333333333333,0.6666666666666666,0.5393155694879833,0.46185534374450476,0.6666666666666667,0.522167487684729,D,,31,5,10,0,0,0,8,2,10,0,0,5
item_0103,0.5,0.3333333333333333,0.0,0.8571428571428571,0.5696765703535492,0.4528601259474835,0.4390243902439025,0.6585365853658536,C,,15,0,,,,,,,,,,3
item_0104,0.2,0.375,0.0,0.0,0.3389407894736842,0.25686424073824804,0.10526315789473685,0.5625,C,,10,2,6,0,0,0,6,0,6,0,0,2
item_0105,0.4117647058823529,0.1111111111111111,0.5,0.0,0.43481137387387386,0.2939766104659721,0.16216216216216217,0.5833333333333334,D,,10,3,3,0,0,0,3,0,3,0,0,0
item_0106,0.6190476190476191,0.0,1.0,0.7777777777777778,0.5170605959156345,0.41608248306578965,0.37931034482758624,0.6533333333333333,C,,4,0,,,,,,,,,,0
item_0107,0.5263157894736842,0.6,0.6666666666666666,0.3333333333333333,0.6049018227936992,0.5030638627538829,0.625,0.6211180124223603,C,,15,0,,,,,,,,,,0
item_0108,0.42857142857142855,0.3333333333333333,1.0,0.3333333333333333,0.5858244865344256,0.45646958108098,0.38095238095238104,0.7818181818181817,B,,13,2,4,0,0,0,4,0,4,0,0,1
item_0109,0.5294117647058824,0.125,1.0,1.0,0.509992816091954,0.43586274300528655,0.3,0.5241379310344828,C,,14,2,4,0,0,0,2,2,4,0,0,0
item_0110,0.5555555555555556,0.5,1.0,0.9,0.6203433156651869,0.5157663236236691,0.5128205128205129,0.6448087431693988,C,,3,0,4,1,0,0,5,0,4,0,1,1
item_0111,0.39285714285714285,0.6,0.0,0.3,0.527222283171399,0.39346095157340377,0.3829787234042553,0.4672897196261682,C,,31,4,8,0,0,0,6,2,8,0,0,5
item_0112,0.43333333333333335,0.4444444444444444,0.5,0.5,0.6903290526622099,0.6049689024727096,0.8275862068965518,0.590717299578059,D,,12,3,2,1,0,0,2,1,2,0,0,0
item_0113,0.4,0.42857142857142855,0.25,0.1111111111111111,0.4836290192091952,0.3850122068288718,0.32432432432432434,0.641304347826087,C,,21,3,6,0,0,0,2,4,6,0,0,1
item_0114,0.375,0.5454545454545454,0.5,0.8333333333333334,0.45765979189892236,0.3077106608139895,0.43333333333333335,0.4673913043478261,C,,27,3,6,0,0,0,6,0,6,0,0,2
item_0115,0.4634146341463415,0.36363636363636365,1.0,0.5555555555555556,0.6260297182319334,0.4919676331905172,0.47058823529411764,0.6214689265536724,,Judge returned non-JSON output: Illegal trailing comma before end of object: line 10 column 5 (char 1050),,,,,,,,,,,,
item_0116,0.16666666666666666,0.2,0.0,0.125,0.6158883363841061,0.50276284348865,0.7368421052631579,0.5873015873015873,C,,16,7,14,0,0,0,6,8,14,0,0,1
item_0117,0.44,0.125,0.0,0.8,0.5196418050035071,0.44804421841008557,0.48,0.5604395604395604,C,,17,0,,,,,,,,,,3
item_0118,0.6190476190476191,0.2,1.0,0.8333333333333334,0.6607014198757116,0.5681976161556511,0.7555555555555555,0.6503067484662577,B,,0,0,1,0,0,0,0,1,1,0,0,
item_0119,0.3333333333333333,0.4,0.0,0.14285714285714285,0.5589757045854555,0.4282214142227437,0.45161290322580644,0.5432098765432098,C,,14,4,8,0,0,0,8,0,8,0,0,1
item_0120,0.4782608695652174,0.25,1.0,0.7142857142857143,0.5818404253816714,0.4759160589900707,0.6545454545454545,0.6707317073170732,C,,22,2,4,0,0,0,4,0,4,0,0,0
item_0121,0.30434782608695654,0.14285714285714285,0.0,0.3333333333333333,0.4084743647190183,0.23281957973752113,0.489795918367347,0.5988023952095809,C,,18,4,8,0,0,0,4,4,8,0,0,0
item_0122,0.26666666666666666,0.3076923076923077,0.0,0.25,0.39813215479827035,0.26304163775361933,0.2121212121212121,0.5147058823529412,C,,19,1,2,0,0,0,2,0,2,0,0,2
item_0123,0.3235294117647059,0.08333333333333333,1.0,0.75,0.0,0.0,0.0,0.0,,Judge returned non-JSON output: Expecting property name enclosed in double quotes: line 11 column 5 (char 1123),,,,,,,,,,,,
item_0124,0.3,0.08695652173913043,1.0,0.2,0.44311183858574066,0.31783386724232227,0.41666666666666663,0.53125,D,,29,0,,,,,,,,,,4
item_0125,0.4,1.0,1.0,0.0,0.3344377163395568,0.2387714066178106,0.15584415584415584,0.7142857142857143,C,,21,4,8,0,0,0,6,2,8,0,0,0
item_0126,0.37037037037037035,0.5714285714285714,0.5,1.0,0.25572307792503823,0.1812030032160965,0.1951219512195122,0.5420560747663551,D,,11,7,12,1,0,0,13,0,12,0,1,1
item_0127,0.47619047619047616,0.75,0.0,0.8333333333333334,0.6083780861323234,0.5057311874172339,0.6190476190476191,0.7909604519774011,B,,18,2,2,0,0,0,1,1,2,0,0,1
item_0128,0.5,1.0,1.0,0.0,0.48240865772645436,0.3448717574680347,0.6428571428571429,0.655367231638418,C,,20,2,4,0,0,0,4,0,4,0,0,0
item_0129,0.3793103448275862,0.5,1.0,0.4166666666666667,0.5287432797484611,0.4533222113861262,0.4,0.6632124352331606,C,,21,2,3,0,0,0,3,0,3,0,0,0
item_0130,0.5555555555555556,0.5454545454545454,0.0,0.8571428571428571,0.5856300211416491,0.4337920340529036,0.3636363636363636,0.7348837209302326,C,,18,2,3,0,0,0,2,1,3,0,0,2
item_0131,0.5666666666666667,0.375,0.6666666666666666,0.8571428571428571,0.6388184456779396,0.5301404188207498,0.5882352941176471,0.6666666666666667,B,,9,3,4,0,0,0,3,1,4,0,0,1
item_0132,0.3125,0.0625,1.0,0.2857142857142857,0.6132235186456189,0.5034243608729272,0.8387096774193549,0.6808510638297872,C,,9,3,6,2,0,0,8,0,6,0,2,4
item_0133,0.3103448275862069,0.0,1.0,0.6666666666666666,0.514329268292683,0.40075723371695016,0.35000000000000003,0.5294117647058825,C,,18,3,6,0,0,0,6,0,6,0,0,1
item_0134,0.625,0.42857142857142855,0.6666666666666666,0.7142857142857143,0.6549277683752418,0.5813212110889253,0.7234042553191491,0.765625,D,,17,2,2,0,0,0,1,1,2,0,0,1
item_0135,0.3888888888888889,0.2857142857142857,0.0,0.8571428571428571,0.4788723237641902,0.3999755885963806,0.13793103448275862,0.5633802816901409,D,,20,4,4,0,0,0,2,2,4,0,0,3
item_0136,0.4074074074074074,0.4,0.5,0.4444444444444444,0.542520699696001,0.368638765374393,0.12903225806451613,0.649746192893401,D,,8,5,6,0,0,0,5,1,6,0,0,0
item_0137,0.36,0.15384615384615385,1.0,0.42857142857142855,0.4539279232620874,0.3131998699180992,0.09090909090909093,0.5405405405405405,C,,16,6,12,0,0,0,10,2,12,0,0,2
item_0138,0.4230769230769231,0.42857142857142855,0.5,0.6666666666666666,0.47139979809176924,0.393884892086331,0.15,0.7068965517241379,B,,10,2,4,0,0,0,4,0,4,0,0,1
item_0139,0.42857142857142855,0.2222222222222222,0.5,0.625,0.4590994761624233,0.33043312303747874,0.22857142857142854,0.6715328467153284,C,,31,2,4,0,0,0,2,2,4,0,0,8
item_0140,0.46153846153846156,0.4,0.0,0.5555555555555556,0.6223460763027295,0.5164558093101791,0.5641025641025642,0.7282051282051283,B,,8,2,4,0,0,0,4,0,4,0,0,0
item_0141,0.32,0.6,1.0,0.5,0.505530303030303,0.4015931949005707,0.1111111111111111,0.7676767676767677,C,,21,5,7,3,0,0,10,0,7,0,3,0
item_0142,0.29411764705882354,0.2857142857142857,0.0,0.18181818181818182,0.44505537348787,0.37221406575418275,0.17647058823529413,0.5232558139534884,C,,32,2,4,0,0,0,4,0,4,0,0,0
item_0143,0.41379310344827586,0.46153846153846156,0.6666666666666666,0.625,0.4852554938617373,0.3993244658567239,0.3404255319148936,0.6454545454545455,D,,24,1,2,0,0,0,2,0,2,0,0,1
item_0144,0.4583333333333333,0.5,0.3333333333333333,0.625,0.5263351693462531,0.34144272330771186,0.5306122448979592,0.5934065934065934,B,,19,3,6,0,0,0,6,0,6,0,0,2
item_0145,0.6,0.8571428571428571,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,C,,18,1,2,0,0,0,2,0,2,0,0,4
item_0146,0.17857142857142858,0.0,0.0,0.25,0.4498658463034967,0.2845467917511928,0.3492063492063492,0.5856353591160222,B,,10,8,16,0,0,1,14,1,16,0,0,0
