item,iterations,n_claims,n_unsupported,unsupported_rate,accuracy_score,completeness_score,communication_quality_score,context_awareness_score,instruction_following_score,overall_score
item_0030,1,25,0,0.0,0.92,0.88,0.5,0.75,0.75,0.82
item_0031,1,21,0,0.0,0.92,0.88,0.9,0.88,0.75,0.86
item_0032,1,21,0,0.0,0.92,0.94,0.8,0.83,0.75,0.86
item_0033,1,24,0,0.0,0.93,0.88,0.5,0.67,0.75,0.79
item_0034,1,20,0,0.0,0.92,0.88,0.9,0.87,1.0,0.89
item_0035,1,17,0,0.0,0.93,0.83,0.5,0.75,0.75,0.81
item_0036,1,24,1,0.041666666666666664,0.93,0.83,0.5,0.75,1.0,0.84
item_0037,1,25,0,0.0,0.93,0.83,0.5,0.75,1.0,0.84
item_0038,1,15,0,0.0,0.93,0.88,0.5,0.88,0.75,0.86
item_0039,1,19,0,0.0,0.93,0.93,0.5,0.88,0.75,0.86
item_0040,1,21,0,0.0,0.92,0.87,0.5,0.8,1.0,0.86
item_0041,1,17,0,0.0,0.92,0.88,0.5,0.88,0.75,0.86
item_0042,1,24,1,0.041666666666666664,0.92,0.88,0.5,0.88,0.75,0.86
item_0043,1,19,1,0.05263157894736842,0.94,0.92,0.5,0.83,0.75,0.86
item_0044,1,24,1,0.041666666666666664,0.9583,0.9333,0.5,0.8333,1.0,0.8462
item_0045,1,24,2,0.08333333333333333,0.93,0.8,0.5,0.75,0.75,0.81
item_0046,1,20,0,0.0,0.92,0.88,0.5,0.8,0.75,0.83
item_0047,1,19,1,0.05263157894736842,0.93,0.8,0.5,0.75,0.75,0.82
item_0048,1,23,0,0.0,0.92,0.88,0.5,0.67,0.75,0.81
item_0049,1,16,0,0.0,0.92,0.93,0.5,0.88,0.75,0.86
item_0050,1,17,2,0.11764705882352941,0.93,0.8,0.5,0.75,0.75,0.81
item_0051,1,22,1,0.045454545454545456,0.92,0.88,0.5,0.75,0.75,0.82
item_0052,1,19,0,0.0,0.93,0.87,0.5,0.86,0.75,0.83
item_0053,1,25,0,0.0,0.92,0.87,0.5,0.8,1.0,0.86
item_0054,1,23,0,0.0,0.92,0.87,0.5,0.88,0.75,0.86
item_0055,1,17,0,0.0,0.93,0.8,0.5,0.8,0.75,0.82
item_0056,1,24,1,0.041666666666666664,0.93,0.93,0.5,0.88,0.75,0.86
item_0057,1,18,2,0.1111111111111111,0.92,0.88,0.5,0.88,0.75,0.86
item_0058,1,20,0,0.0,0.93,0.8,0.5,0.75,0.75,0.82
item_0059,1,22,1,0.045454545454545456,0.92,0.87,0.8,0.83,0.75,0.83
item_0060,1,25,0,0.0,0.92,0.88,0.8,0.78,0.75,0.83
item_0061,1,20,1,0.05,0.9583,0.9412,0.5,0.875,0.75,0.864
item_0062,1,25,0,0.0,0.92,0.87,0.5,0.88,0.75,0.86
item_0063,1,22,0,0.0,0.92,0.93,0.5,0.88,0.75,0.86
item_0064,1,21,0,0.0,0.93,0.8,0.5,0.75,0.75,0.81
item_0065,1,23,3,0.13043478260869565,0.92,0.87,0.5,0.8,1.0,0.86
item_0066,1,16,0,0.0,0.93,0.83,0.5,0.75,0.75,0.81
item_0067,1,18,2,0.1111111111111111,0.93,0.8,0.5,0.75,0.75,0.81
item_0068,1,23,0,0.0,0.92,0.88,0.5,0.75,0.75,0.82
item_0069,1,25,0,0.0,0.96,0.93,0.5,0.86,0.75,0.85
item_0070,1,25,0,0.0,0.93,0.83,0.5,0.75,1.0,0.84
item_0071,1,21,0,0.0,0.93,0.88,0.5,0.75,1.0,0.84
item_0072,1,14,0,0.0,0.86,0.87,0.5,0.89,0.75,0.84
item_0073,1,20,0,0.0,0.93,0.87,0.9,0.83,0.75,0.84
item_0074,1,16,0,0.0,0.93,0.93,0.5,0.88,0.75,0.86
item_0075,1,20,0,0.0,0.93,0.93,0.5,0.88,1.0,0.89
item_0076,1,16,0,0.0,0.93,0.88,0.5,0.75,0.75,0.82
item_0077,1,20,1,0.05,0.93,0.83,0.5,0.75,1.0,0.84
item_0078,1,23,1,0.043478260869565216,0.93,0.88,1.0,0.88,0.75,0.86
item_0079,1,24,1,0.041666666666666664,0.93,0.83,0.5,0.75,0.75,0.81
item_0080,1,20,0,0.0,0.93,0.92,1.0,0.9,1.0,0.92
item_0081,1,0,0,,0.92,0.87,0.5,0.8,1.0,0.86
item_0082,1,25,2,0.08,0.92,0.88,1.0,0.88,0.75,0.86
item_0083,1,16,0,0.0,0.93,0.88,0.5,0.88,0.75,0.84
item_0084,1,12,0,0.0,0.93,0.93,0.5,0.88,0.75,0.86
item_0085,1,19,0,0.0,0.92,0.87,0.5,0.88,1.0,0.89
item_0086,1,20,0,0.0,0.92,0.87,0.5,0.75,0.75,0.82
item_0087,1,15,0,0.0,0.92,0.88,0.9,0.87,1.0,0.89
item_0088,1,18,0,0.0,0.93,0.93,0.5,0.88,0.75,0.84
item_0089,1,15,0,0.0,0.93,0.93,0.5,0.83,0.75,0.82
item_0090,1,20,0,0.0,0.93,0.93,0.5,0.88,0.75,0.86
item_0091,1,17,0,0.0,0.93,0.96,0.5,0.88,1.0,0.92
item_0092,1,17,1,0.058823529411764705,0.92,0.93,0.5,0.88,0.75,0.86
item_0093,1,14,0,0.0,0.93,0.87,0.5,0.8,1.0,0.84
item_0094,1,11,0,0.0,0.93,0.8,0.5,0.75,0.75,0.81
item_0095,1,25,0,0.0,0.93,0.94,0.5,0.89,0.75,0.86
item_0096,1,25,1,0.04,0.92,0.94,0.5,0.83,1.0,0.86
item_0097,1,17,0,0.0,0.93,0.96,0.5,0.88,1.0,0.89
item_0098,1,20,0,0.0,0.93,0.92,0.5,0.88,0.75,0.89
item_0099,1,25,1,0.04,0.92,0.88,0.5,0.88,1.0,0.89
item_0100,1,8,0,0.0,0.93,0.8,0.5,0.75,0.75,0.81
item_0101,1,25,0,0.0,0.93,0.8,0.5,0.75,0.75,0.81
item_0102,1,21,2,0.09523809523809523,0.93,0.88,0.5,0.88,0.75,0.86
item_0103,1,18,0,0.0,0.93,0.83,0.5,0.75,0.75,0.81
item_0104,1,23,1,0.043478260869565216,0.93,0.88,0.5,0.89,0.75,0.86
item_0105,1,25,1,0.04,0.93,0.8,0.5,0.75,0.75,0.82
item_0106,1,19,0,0.0,0.93,0.93,0.5,0.88,0.75,0.86
item_0107,1,17,0,0.0,0.92,0.88,0.5,0.88,1.0,0.89
item_0108,1,20,0,0.0,0.92,0.88,0.8,0.9,0.75,0.86
item_0109,1,25,0,0.0,0.92,0.87,0.5,0.88,0.75,0.86
item_0110,1,16,0,0.0,0.93,0.83,0.5,0.75,0.75,0.81
item_0111,1,23,0,0.0,0.93,0.88,1.0,0.88,0.75,0.89
item_0112,1,13,0,0.0,0.92,0.93,0.5,0.88,0.75,0.86
item_0113,1,15,0,0.0,0.93,0.8,0.5,0.75,0.75,0.81
item_0114,1,20,0,0.0,0.93,0.88,0.5,0.75,0.75,0.82
item_0115,1,21,0,0.0,0.9583,0.9333,0.5,0.875,0.75,0.8481
item_0116,1,19,1,0.05263157894736842,0.93,0.87,1.0,0.75,0.75,0.84
item_0117,1,21,0,0.0,0.92,0.87,0.5,0.88,0.75,0.84
item_0118,1,25,0,0.0,0.93,0.93,0.5,0.88,1.0,0.89
item_0119,1,25,0,0.0,0.92,0.88,0.5,0.75,0.75,0.82
item_0120,1,25,0,0.0,0.92,0.94,0.9,0.83,0.75,0.86
item_0121,1,11,0,0.0,0.93,0.8,0.5,0.67,0.75,0.78
item_0122,1,21,1,0.047619047619047616,0.92,0.88,1.0,0.75,0.75,0.83
item_0123,1,21,1,0.047619047619047616,0.92,0.87,0.5,0.8,1.0,0.86
item_0124,1,22,0,0.0,0.93,0.83,0.5,0.75,1.0,0.84
item_0125,1,15,0,0.0,0.92,0.88,0.5,0.9,0.75,0.86
item_0126,1,22,1,0.045454545454545456,0.93,0.83,0.8,0.83,0.75,0.82
item_0127,1,17,0,0.0,0.92,0.88,1.0,0.88,1.0,0.89
item_0128,1,25,0,0.0,0.93,0.8,0.5,0.75,0.75,0.81
item_0129,1,19,1,0.05263157894736842,0.93,0.93,0.5,0.88,0.75,0.86
item_0130,1,17,0,0.0,0.92,0.88,0.5,0.88,0.75,0.83
item_0131,1,23,0,0.0,0.92,0.88,0.9,0.88,1.0,0.89
item_0132,1,0,0,,0.92,0.87,0.5,0.8,1.0,0.86
item_0133,1,24,1,0.041666666666666664,0.92,0.88,0.5,0.88,0.75,0.83
item_0134,1,19,1,0.05263157894736842,0.94,0.96,0.5,0.93,1.0,0.92
item_0135,1,14,0,0.0,0.93,0.93,0.5,0.88,0.75,0.86
item_0136,1,18,0,0.0,0.92,0.87,0.5,0.75,0.75,0.82
item_0137,1,15,0,0.0,0.93,0.8,0.5,0.75,0.75,0.81
item_0138,1,0,0,,0.87,0.83,0.5,0.83,1.0,0.83
item_0139,1,13,0,0.0,0.93,0.8,0.5,0.75,0.75,0.82
item_0140,1,19,0,0.0,0.92,0.87,0.5,0.88,0.75,0.86
item_0141,1,22,0,0.0,0.93,0.8,0.5,0.75,0.75,0.82
item_0142,1,24,0,0.0,0.93,0.83,0.5,0.83,0.75,0.81
item_0143,1,15,0,0.0,0.93,0.87,0.5,0.75,0.75,0.82
item_0144,1,22,0,0.0,0.88,0.93,0.5,0.88,0.75,0.86
item_0145,1,25,0,0.0,0.92,0.88,0.5,0.88,0.75,0.86
item_0146,1,22,0,0.0,0.93,0.83,0.5,0.83,0.75,0.81
item_0147,1,0,0,,0.92,0.87,0.5,0.8,0.75,0.83
item_0148,1,25,0,0.0,0.92,0.88,0.5,0.88,0.75,0.86
item_0149,1,19,1,0.05263157894736842,0.92,0.94,0.5,0.9,1.0,0.89
item_0150,1,19,0,0.0,0.92,0.87,0.5,0.8,0.75,0.82
item_0151,1,21,0,0.0,0.92,0.93,0.5,0.88,0.75,0.86
item_0152,1,25,1,0.04,0.93,0.8,0.5,0.75,0.75,0.82
item_0153,1,20,0,0.0,0.92,0.82,0.5,0.83,0.75,0.81
item_0154,1,19,0,0.0,0.92,0.88,0.5,0.75,0.75,0.82
item_0155,1,14,0,0.0,0.93,0.8,0.5,0.88,0.75,0.86
item_0156,1,15,1,0.06666666666666667,0.92,0.93,0.5,0.88,0.75,0.86
item_0157,1,23,0,0.0,0.93,0.88,0.5,0.88,0.75,0.84
item_0158,1,21,0,0.0,0.93,0.8,0.5,0.67,0.75,0.78
item_0159,1,18,0,0.0,0.92,0.88,0.5,0.88,0.75,0.86
item_0160,1,23,0,0.0,0.93,0.83,0.8,0.7,1.0,0.82
item_0161,1,25,0,0.0,0.92,0.88,0.5,0.75,0.75,0.82
item_0162,1,15,0,0.0,0.93,0.88,0.5,0.88,0.75,0.84
item_0163,1,22,2,0.09090909090909091,0.92,0.93,0.5,0.88,0.75,0.86
item_0164,1,22,0,0.0,0.92,0.89,0.5,0.88,0.75,0.86
item_0165,1,23,0,0.0,0.93,0.93,0.5,0.88,0.75,0.86
item_0166,1,25,1,0.04,0.92,0.88,0.5,0.88,0.75,0.86
item_0167,1,23,3,0.13043478260869565,0.92,0.94,0.5,0.83,0.75,0.86
item_0168,1,22,0,0.0,0.92,0.88,0.5,0.75,0.75,0.82
item_0169,1,21,0,0.0,0.93,0.93,0.5,0.88,0.75,0.86
item_0170,1,18,0,0.0,0.92,0.88,0.5,0.88,0.75,0.83
item_0171,1,20,0,0.0,0.93,0.8,0.5,0.75,0.75,0.81
item_0172,1,24,1,0.041666666666666664,0.93,0.8,0.5,0.88,1.0,0.86
item_0173,1,15,0,0.0,0.92,0.87,0.5,0.8,0.75,0.82
item_0174,1,20,1,0.05,0.92,0.88,0.5,0.88,0.75,0.86
item_0175,1,24,1,0.041666666666666664,0.92,0.88,0.5,0.75,0.75,0.82
item_0176,1,20,0,0.0,0.92,0.88,0.5,0.88,0.75,0.86
item_0177,1,23,0,0.0,0.93,0.93,0.5,0.88,0.75,0.86
item_0178,1,18,0,0.0,0.93,0.88,1.0,0.89,0.75,0.86
item_0179,1,15,0,0.0,0.93,0.8,0.5,0.75,0.75,0.81
item_0180,1,16,2,0.125,0.86,0.87,0.5,0.8,0.75,0.82
item_0181,1,24,0,0.0,0.93,0.88,0.9,0.88,1.0,0.89
item_0182,1,16,2,0.125,0.93,0.83,0.5,0.75,1.0,0.84
item_0183,1,15,1,0.06666666666666667,0.93,0.87,0.5,0.8,0.75,0.82
item_0184,1,24,0,0.0,0.93,0.8,0.5,0.75,0.75,0.81
item_0185,1,22,0,0.0,0.92,0.88,0.9,0.75,1.0,0.85
item_0186,1,17,0,0.0,0.93,0.8,0.5,0.75,0.75,0.82
item_0187,1,12,1,0.08333333333333333,0.93,0.8,0.5,0.75,0.75,0.82
item_0188,1,25,1,0.04,0.94,0.96,0.5,0.88,1.0,0.92
item_0189,1,24,0,0.0,0.92,0.88,0.8,0.78,0.75,0.82
item_0190,1,18,2,0.1111111111111111,0.92,0.88,1.0,0.88,1.0,0.89
item_0191,1,24,0,0.0,0.92,0.93,0.5,0.88,0.75,0.86
item_0192,1,19,0,0.0,0.93,0.87,0.5,0.88,1.0,0.89
item_0193,1,25,0,0.0,0.92,0.88,0.5,0.88,0.75,0.86
item_0194,1,17,0,0.0,0.93,0.88,0.5,0.75,1.0,0.86
item_0195,1,14,0,0.0,0.93,0.93,0.5,0.86,0.75,0.86
item_0196,1,23,0,0.0,0.93,0.8,0.5,0.75,0.75,0.81
item_0197,1,11,0,0.0,0.93,0.8,0.5,0.75,0.75,0.81
item_0198,1,14,0,0.0,0.93,0.93,0.5,0.88,1.0,0.89
item_0199,1,14,0,0.0,0.93,0.93,0.5,0.88,0.75,0.86
