item,clinical_recall_all,clinical_recall_symptoms,clinical_recall_medications,clinical_recall_labs,overall_token_f1,overall_rouge_l_f1,assessment_alignment_score,plan_alignment_score,judge_overall_grade,judge_error,n_omissions,n_additions,n_additions_supported_by_transcript,n_additions_unsupported_by_transcript,n_additions_unknown_by_transcript,n_additions_supported_by_primekg,n_additions_unsupported_by_primekg,n_additions_unknown_by_primekg,n_additions_supported_by_transcript_or_primekg,n_additions_transcript_unsupported_primekg_supported,n_additions_unsupported_by_transcript_and_primekg,n_omissions_unsupported_by_transcript
item_0023,0.5161290322580645,0.15384615384615385,0.5,0.6,0.520177805451778,0.399869073906625,0.17777777777777776,0.6777777777777778,C,,30,4,8,0,0,0,8,0,8,0,0,9
item_0024,0.2777777777777778,0.3333333333333333,1.0,0.2,0.5850824727668943,0.4614205079891354,0.6956521739130435,0.6279069767441859,D,,5,2,4,0,0,0,4,0,4,0,0,1
item_0025,0.21875,0.0,0.5,0.7272727272727273,0.46377369962279136,0.36952925960076727,0.28985507246376807,0.6027397260273972,D,,39,4,4,4,0,0,6,2,4,0,2,9
item_0026,0.25,0.1111111111111111,0.0,0.18181818181818182,0.4438836162004277,0.3027468914395026,0.48484848484848486,0.5683060109289617,D,,21,4,5,0,0,0,4,1,5,0,0,1
item_0027,0.4444444444444444,0.5,0.0,0.7777777777777778,0.5971194435893158,0.5047052470606386,0.490566037735849,0.7619047619047619,D,,8,2,4,0,0,0,4,0,4,0,0,0
item_0028,0.18518518518518517,0.07142857142857142,0.0,0.14285714285714285,0.43455358651826453,0.2924996246032334,0.39344262295081966,0.5876288659793814,D,,35,2,4,0,0,0,2,2,4,0,0,0
item_0029,0.4827586206896552,0.5,1.0,0.4444444444444444,0.5400146464809782,0.449787402136261,0.2857142857142857,0.7205882352941176,B,,24,4,4,0,0,0,2,2,4,0,0,3
item_0030,0.5555555555555556,0.25,0.6666666666666666,0.7142857142857143,0.6338042276336288,0.49567863252339056,0.736842105263158,0.7555555555555555,C,,24,0,,,,,,,,,,0
item_0031,0.32142857142857145,0.23076923076923078,1.0,0.3333333333333333,0.6739943299617802,0.5835019643231516,0.8461538461538461,0.6666666666666667,C,,30,2,4,0,0,0,2,2,4,0,0,7
item_0032,0.45454545454545453,0.16666666666666666,0.0,0.5,0.5450493687210956,0.4353402091884189,0.25974025974025977,0.663594470046083,C,,24,5,10,0,0,0,8,2,10,0,0,2
item_0033,0.32142857142857145,0.125,0.25,0.75,0.6745459193504594,0.6011257316127213,0.896551724137931,0.6774193548387096,B,,14,1,2,0,0,0,2,0,2,0,0,0
item_0034,0.4166666666666667,0.5,0.5,0.42857142857142855,0.45452774259429546,0.3180831416678458,0.19354838709677416,0.6572769953051644,C,,10,0,,,,,,,,,,7
item_0035,0.4782608695652174,0.4,0.0,0.5,0.0,0.0,0.0,0.0,B,,10,1,0,1,0,0,1,0,0,0,1,0
item_0036,0.2962962962962963,0.16666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,B,,28,3,6,0,0,0,2,4,6,0,0,3
item_0037,0.1875,0.18181818181818182,0.25,0.42857142857142855,0.5684557174154474,0.40361409068746956,0.6666666666666666,0.6716417910447762,D,,33,1,2,0,0,0,2,0,2,0,0,4
item_0038,0.5714285714285714,0.5,1.0,0.6,0.7039639529306104,0.5932921077455193,1.0,0.6910994764397906,,"Grading step missing section 'Subjective'; got ['Objective', 'Assessment', 'Plan']",,,,,,,,,,,,
item_0039,0.21739130434782608,0.6,0.6666666666666666,0.0,0.4584842995169083,0.34389318808317565,0.3478260869565218,0.6666666666666667,D,,26,0,,,,,,,,,,3
item_0040,0.35714285714285715,0.4,0.25,0.2222222222222222,0.6169310333788158,0.47145397977827824,0.5416666666666666,0.6631578947368422,C,,14,2,4,0,0,0,4,0,4,0,0,1
item_0041,0.3333333333333333,0.75,0.3333333333333333,0.08333333333333333,0.42376221174799655,0.329918800983059,0.5161290322580645,0.5125628140703518,C,,28,0,,,,,,,,,,0
item_0042,0.17647058823529413,0.3333333333333333,0.0,1.0,0.4911845074395318,0.4356806944923537,0.5833333333333334,0.4482758620689656,C,,0,0,2,0,0,0,1,1,2,0,0,
item_0043,0.4444444444444444,0.8,1.0,0.5384615384615384,0.4833007828697483,0.3536468184431093,0.20454545454545456,0.7830687830687829,C,,24,4,2,6,0,0,6,2,2,0,6,1
item_0044,0.5862068965517241,0.6153846153846154,1.0,0.6363636363636364,0.0,0.0,0.0,0.0,,"Grading step missing section 'Subjective'; got ['Objective', 'Assessment', 'Plan']",,,,,,,,,,,,
item_0045,0.3684210526315789,0.625,0.0,0.4444444444444444,0.4489924723551034,0.35242094974919397,0.37837837837837834,0.5745856353591161,C,,21,2,0,2,0,0,2,0,0,0,2,2
item_0046,0.21875,0.2857142857142857,0.0,0.4,0.5187631286751481,0.4018580110043525,0.3157894736842105,0.6802030456852792,B,,17,0,3,0,0,0,2,1,3,0,0,1
item_0047,0.6,1.0,0.5,0.3333333333333333,0.6436355910283413,0.5462216880923203,0.8888888888888888,0.6185567010309279,,Judge returned non-JSON output: Illegal trailing comma before end of object: line 10 column 5 (char 946),,,,,,,,,,,,
item_0048,0.45,0.45454545454545453,0.0,0.5555555555555556,0.5404437456324249,0.4355029628043121,0.37037037037037035,0.6666666666666667,D,,18,3,6,0,0,0,2,4,6,0,0,3
item_0049,0.4642857142857143,0.4,0.5,0.4444444444444444,0.5913451627056285,0.4368533816208235,0.3125,0.6244343891402715,D,,29,3,5,0,0,0,5,0,5,0,0,7
item_0050,0.4166666666666667,0.6666666666666666,1.0,0.5,0.6379275301373704,0.47986000173233767,0.7500000000000001,0.7586206896551724,B,,0,0,0,1,0,0,1,0,0,0,1,
item_0051,0.3333333333333333,0.5,0.0,0.25,0.4796010548525066,0.3707136476138984,0.2909090909090909,0.5657894736842105,C,,28,1,2,0,0,0,2,0,2,0,0,1
item_0052,0.30434782608695654,0.5714285714285714,1.0,0.2,0.4866210111490669,0.373511478481358,0.34375,0.6063829787234042,C,,19,1,1,0,0,0,0,1,1,0,0,4
item_0053,0.5172413793103449,0.4166666666666667,0.5,0.875,0.6015622239886945,0.48528357265288014,0.5490196078431373,0.6162162162162161,B,,21,0,,,,,,,,,,1
item_0054,0.42105263157894735,0.2,0.0,0.8571428571428571,0.5440893023876217,0.48753951411658814,0.45,0.5816326530612245,B,,9,2,4,0,0,0,4,0,4,0,0,0
item_0055,0.2916666666666667,0.25,1.0,0.6,0.6129201680672269,0.49490260543738046,0.7142857142857143,0.7619047619047619,B,,5,0,1,0,0,0,1,0,1,0,0,3
item_0056,0.6,0.7142857142857143,0.0,1.0,0.4244693481476538,0.33084420850784607,0.09302325581395349,0.6097560975609755,D,,14,4,3,2,0,0,5,0,3,0,2,2
item_0057,0.4642857142857143,0.5882352941176471,1.0,0.5555555555555556,0.5313455856089879,0.4093995576420335,0.21739130434782608,0.6310679611650486,D,,13,5,8,4,0,3,5,4,8,0,2,5
item_0058,0.3076923076923077,0.4444444444444444,1.0,0.0,0.4510062405376463,0.3514700047514316,0.11764705882352942,0.6,D,,14,4,5,0,0,0,4,1,5,0,0,1
item_0059,0.35294117647058826,0.75,1.0,0.42857142857142855,0.41764951594672955,0.3081207257677846,0.0588235294117647,0.6928104575163399,C,,18,10,18,2,0,0,18,2,18,0,2,3
item_0060,0.17647058823529413,0.0,0.3333333333333333,0.8333333333333334,0.47155045658566785,0.37163956020787736,0.2857142857142857,0.619718309859155,D,,20,3,5,1,0,0,5,1,5,0,1,2
item_0061,0.6153846153846154,0.7142857142857143,1.0,0.5555555555555556,0.48236636776140646,0.3313500344598351,0.3283582089552239,0.5052631578947369,B,,21,1,3,0,0,0,3,0,3,0,0,2
item_0062,0.4117647058823529,0.5882352941176471,0.5,0.14285714285714285,0.5174183272228955,0.4035787463038336,0.3404255319148936,0.6666666666666666,D,,15,4,7,0,0,0,7,0,7,0,0,2
item_0063,0.37037037037037035,0.4444444444444444,1.0,0.125,0.5285451723185631,0.3610546338465987,0.13333333333333333,0.6823529411764706,C,,17,3,4,0,0,0,4,0,4,0,0,0
item_0064,0.4444444444444444,0.3,0.0,0.5,0.5474035852335791,0.38294812115662225,0.43478260869565216,0.6813186813186813,C,,30,5,10,0,0,0,10,0,10,0,0,4
item_0065,0.5925925925925926,0.45454545454545453,0.3333333333333333,0.25,0.5216182792797655,0.4245498734468477,0.5,0.5925925925925926,C,,22,3,6,0,0,0,6,0,6,0,0,0
item_0066,0.2647058823529412,0.18181818181818182,0.5,0.5,0.5082622646914285,0.39304081933392276,0.5789473684210527,0.5446009389671362,F,,28,1,2,0,0,0,2,0,2,0,0,0
item_0067,0.4117647058823529,0.3076923076923077,1.0,0.3333333333333333,0.4854792111977614,0.38734454669817187,0.43902439024390244,0.756476683937824,D,,20,5,6,4,0,2,8,0,6,0,4,3
item_0068,0.5,0.25,0.0,1.0,0.5453133176347462,0.40961330924633677,0.37500000000000006,0.7261904761904762,D,,10,5,10,0,0,2,4,4,10,0,0,1
item_0069,0.5151515151515151,0.4,1.0,0.6666666666666666,0.598000726079355,0.5155636855572874,0.7222222222222223,0.5797101449275363,C,,0,0,,,,,,,,,,
item_0070,0.25,0.16666666666666666,0.3333333333333333,0.25,0.5252402162693284,0.39137228300826454,0.5106382978723405,0.6892655367231638,B,,17,4,8,0,0,0,4,4,8,0,0,3
item_0071,0.24,0.5,0.6666666666666666,0.2222222222222222,0.5479706425841545,0.4705578973871657,0.6666666666666666,0.5935483870967743,C,,30,4,4,0,0,0,4,0,4,0,0,5
item_0072,0.4,0.5,0.0,0.38461538461538464,0.5137076190204699,0.3952364677617117,0.3888888888888889,0.6494845360824743,C,,30,3,6,0,0,0,4,2,6,0,0,0
item_0073,0.35294117647058826,0.4,0.0,0.375,0.4970069106005518,0.3645653689737666,0.48387096774193544,0.5444444444444444,C,,28,1,2,0,0,0,2,0,2,0,0,4
item_0074,0.5217391304347826,0.5714285714285714,0.5,0.875,0.47613146501122305,0.36498609339263755,0.26666666666666666,0.5609756097560975,C,,21,5,10,0,0,0,10,0,10,0,0,2
item_0075,0.5,0.6,1.0,0.5,0.5380716774612123,0.44367126742302776,0.37037037037037035,0.6883116883116882,C,,12,4,8,0,0,0,4,4,8,0,0,1
item_0076,0.4666666666666667,1.0,0.5,0.16666666666666666,0.0,0.0,0.0,0.0,B,,2,0,4,0,0,0,2,2,4,0,0,0
item_0077,0.16666666666666666,0.14285714285714285,0.3333333333333333,0.14285714285714285,0.42811355311355315,0.350138407189966,0.33333333333333326,0.6483516483516484,B,,18,2,7,0,0,0,1,6,7,0,0,0
item_0078,0.4090909090909091,0.6,0.5,0.375,0.0,0.0,0.0,0.0,C,,18,3,5,1,0,0,0,6,5,0,0,0
item_0079,0.5,0.3333333333333333,0.0,0.75,0.5302994519955633,0.47065976722532,0.3529411764705882,0.6904761904761905,C,,16,3,4,2,0,0,4,2,4,0,2,2
item_0080,0.32142857142857145,0.16666666666666666,0.75,0.0,0.48760009672267585,0.41443412762720555,0.4657534246575343,0.630952380952381,D,,34,2,4,0,0,0,4,0,4,0,0,3
item_0081,0.42857142857142855,0.6666666666666666,1.0,0.4,0.5335449596302889,0.3511697120708749,0.6216216216216216,0.45833333333333326,D,,36,3,5,1,0,0,6,0,5,0,1,2
item_0082,0.5357142857142857,0.5555555555555556,0.6666666666666666,0.5454545454545454,0.4352550944029795,0.3262278259628083,0.40909090909090917,0.4334975369458128,C,,28,4,6,2,0,0,6,2,6,0,2,0
item_0083,0.35,0.5,1.0,0.0,0.4748309786250282,0.3407268170426065,0.5555555555555556,0.42056074766355145,C,,16,5,11,0,0,0,11,0,11,0,0,2
item_0084,0.375,0.21052631578947367,0.0,0.6666666666666666,0.5362420988392131,0.420093587505338,0.7294117647058824,0.46153846153846156,C,,19,3,3,2,0,0,5,0,3,0,2,0
item_0085,0.6842105263157895,0.5,1.0,0.42857142857142855,0.0,0.0,0.0,0.0,C,,12,4,4,0,0,0,3,1,4,0,0,2
item_0086,0.3793103448275862,0.42857142857142855,0.0,0.5,0.46363760976654533,0.3573473154480463,0.17391304347826086,0.6009852216748769,C,,19,1,2,0,0,0,2,0,2,0,0,1
item_0087,0.4444444444444444,0.2727272727272727,1.0,0.7777777777777778,0.408907609756266,0.2808346145500044,0.0,0.5306122448979591,D,,0,0,4,0,0,0,1,3,4,0,0,
item_0088,0.43478260869565216,0.38461538461538464,1.0,0.6,0.5767584268047093,0.4757684565122217,0.4761904761904762,0.6754966887417218,C,,15,4,8,0,0,0,8,0,8,0,0,0
item_0089,0.5483870967741935,0.36363636363636365,1.0,0.4444444444444444,0.6010044028618602,0.49045729978325553,0.5217391304347826,0.5822784810126582,C,,14,3,6,0,0,0,2,4,6,0,0,0
item_0090,0.55,0.5,1.0,0.75,0.4971776589423648,0.43481257491554975,0.5,0.5,B,,16,1,1,0,0,0,0,1,1,0,0,1
item_0091,0.45454545454545453,0.4166666666666667,0.5,0.4444444444444444,0.4979015257767011,0.4231918331584545,0.17391304347826086,0.6666666666666667,D,,31,4,4,0,0,0,4,0,4,0,0,9
item_0092,0.32142857142857145,0.6153846153846154,0.6,0.1,0.544418470280786,0.44603838690526,0.6666666666666666,0.5882352941176471,D,,24,3,1,2,0,0,2,1,1,0,2,1
item_0093,0.48484848484848486,0.3,0.3333333333333333,0.6,0.465243007589099,0.36365768473381255,0.21739130434782605,0.5857142857142857,B,,15,2,2,0,0,0,2,0,2,0,0,1
item_0094,0.34615384615384615,0.2857142857142857,0.5,0.25,0.5447725386450877,0.4035326086956522,0.5714285714285714,0.6419753086419753,D,,16,3,6,0,0,0,6,0,6,0,0,1
item_0095,0.3,0.23076923076923078,0.3333333333333333,0.5555555555555556,0.0,0.0,0.0,0.0,D,,16,1,0,2,0,0,2,0,0,0,2,1
item_0096,0.28,0.0,1.0,0.42857142857142855,0.5033460701162564,0.3708967763444657,0.3673469387755102,0.6846846846846847,C,,24,3,6,0,0,0,4,2,6,0,0,1
item_0097,0.18518518518518517,0.07692307692307693,0.3333333333333333,0.3333333333333333,0.6025279854582153,0.4659732687085481,0.7777777777777778,0.6473988439306358,B,,26,3,6,0,0,2,4,0,6,0,0,2
item_0098,0.34375,0.5,0.5,0.3333333333333333,0.6046828349459928,0.5208500745037519,0.8421052631578948,0.6538461538461539,C,,26,2,2,0,0,1,1,0,2,0,0,0
item_0099,0.5652173913043478,0.3333333333333333,0.6666666666666666,0.5,0.6430454816216407,0.5228226835534119,0.5,0.761904761904762,A,,8,1,3,0,0,0,2,1,3,0,0,3
item_0100,0.18518518518518517,0.17647058823529413,0.0,0.0,0.0,0.0,0.0,0.0,D,,0,0,,,,,,,,,,
item_0101,0.36,0.23076923076923078,0.5,0.0,0.6094929796485367,0.5392835314761144,0.6666666666666666,0.6075949367088608,C,,20,1,1,0,0,0,1,0,1,0,0,3
item_0102,0.36,0.3333333333333333,0.6666666666666666,0.5,0.5361963292547275,0.4340340920319577,0.45161290322580644,0.646551724137931,F,,33,5,2,5,0,0,6,1,2,0,5,7
item_0103,0.46875,0.26666666666666666,0.0,0.8571428571428571,0.5621123615743415,0.4171979559336716,0.5,0.6823529411764706,C,,21,1,2,0,0,0,2,0,2,0,0,3
item_0104,0.2,0.375,0.0,0.0,0.3180359714971612,0.24155450669888467,0.2608695652173913,0.5644171779141105,C,,9,4,8,0,0,0,8,0,8,0,0,2
item_0105,0.47058823529411764,0.4444444444444444,0.5,0.0,0.4022624008513394,0.2596123865453762,0.08695652173913045,0.6447368421052632,D,,15,2,2,2,0,0,0,4,2,0,0,0
item_0106,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.48419261230102467,0.3550659058646336,0.26966292134831465,0.5142857142857142,C,,1,0,4,0,0,0,2,2,4,0,0,0
item_0107,0.47368421052631576,0.4,0.6666666666666666,0.3333333333333333,0.6453079949643755,0.5593897328444212,0.6666666666666666,0.707182320441989,,Judge returned non-JSON output: Expecting property name enclosed in double quotes: line 11 column 5 (char 967),,,,,,,,,,,,
item_0108,0.42857142857142855,0.3333333333333333,1.0,0.3333333333333333,0.5828288652975109,0.4428947612063586,0.4,0.7787610619469026,B,,17,2,4,0,0,0,4,0,4,0,0,1
item_0109,0.5882352941176471,0.0,0.5,1.0,0.5476871403487097,0.4866754391249364,0.25,0.6455696202531646,D,,12,3,5,0,0,0,0,5,5,0,0,0
item_0110,0.5185185185185185,0.625,1.0,0.8,0.6031172487714871,0.5055158570746481,0.47619047619047616,0.6477272727272726,C,,16,2,4,0,0,0,2,2,4,0,0,1
item_0111,0.42857142857142855,0.8,0.5,0.4,0.4819211731866607,0.3751756113396829,0.33333333333333326,0.49484536082474223,C,,36,1,2,0,0,0,0,2,2,0,0,3
item_0112,0.3333333333333333,0.4444444444444444,0.5,0.5,0.7360103054839897,0.6348822855591125,0.888888888888889,0.6794258373205743,D,,20,3,6,0,0,0,4,2,6,0,0,5
item_0113,0.2,0.42857142857142855,0.25,0.0,0.5244212962962963,0.39269151805096003,0.4444444444444444,0.7037037037037037,B,,0,0,5,0,0,1,3,1,5,0,0,
item_0114,0.4583333333333333,0.45454545454545453,1.0,0.6666666666666666,0.4550613133365434,0.32467615478485656,0.36065573770491804,0.5340314136125655,C,,14,5,10,0,0,0,10,0,10,0,0,6
item_0115,0.4878048780487805,0.4090909090909091,1.0,0.4444444444444444,0.6471151514718244,0.4836471340106144,0.47058823529411764,0.5911949685534591,C,,10,1,1,0,0,0,1,0,1,0,0,1
item_0116,0.3333333333333333,0.0,0.0,0.5,0.12043795620437955,0.09615384615384615,0.0,0.0,C,,11,2,2,2,0,0,2,2,2,0,0,0
item_0117,0.48,0.125,0.3333333333333333,0.8,0.5505350333980819,0.4466673771630668,0.48,0.5862068965517241,C,,17,1,1,0,0,0,1,0,1,0,0,1
item_0118,0.5714285714285714,0.2,1.0,0.8333333333333334,0.3520788805097391,0.30869254924350553,0.0,0.7513812154696132,B,,8,2,3,0,0,0,2,1,3,0,0,0
item_0119,0.1388888888888889,0.05,0.0,0.14285714285714285,0.5135568205776934,0.39930184698088805,0.45161290322580644,0.6535947712418301,C,,13,4,6,0,0,2,2,2,6,0,0,0
item_0120,0.5217391304347826,0.75,1.0,0.5714285714285714,0.515266130910785,0.4180238160344805,0.55,0.617283950617284,B,,24,1,2,0,0,0,2,0,2,0,0,0
item_0121,0.43478260869565216,0.42857142857142855,0.0,0.3333333333333333,0.46714107073677064,0.2877651723419817,0.5070422535211269,0.6432748538011696,C,,29,4,8,0,0,0,4,4,8,0,0,6
item_0122,0.3,0.3076923076923077,1.0,0.25,0.43183546920214966,0.2877204817632232,0.4266666666666667,0.47154471544715443,D,,18,3,2,1,0,1,2,0,2,0,1,2
item_0123,0.4411764705882353,0.5,0.75,0.75,0.0,0.0,0.0,0.0,C,,22,8,12,4,0,0,8,8,12,0,0,0
item_0124,0.3,0.17391304347826086,1.0,0.2,0.42036577520448487,0.2860474313794997,0.39999999999999997,0.5435897435897435,D,,27,1,2,0,0,0,0,2,2,0,0,4
item_0125,0.45,1.0,0.6666666666666666,0.0,0.40278780818729076,0.2852998462061149,0.37735849056603776,0.782608695652174,C,,38,3,6,0,0,0,6,0,6,0,0,7
item_0126,0.2962962962962963,0.5714285714285714,0.25,0.5,0.4812178740691679,0.3742169983588748,0.5116279069767441,0.6478873239436621,D,,24,4,8,0,0,0,4,4,8,0,0,4
item_0127,0.38095238095238093,0.75,0.6666666666666666,0.5,0.5649768810305746,0.48310181140427516,0.6428571428571429,0.6834170854271356,,Judge returned non-JSON output: Illegal trailing comma before end of object: line 10 column 5 (char 1119),,,,,,,,,,,,
item_0128,0.45454545454545453,1.0,0.6666666666666666,0.0,0.5428417299934327,0.3870459538355051,0.7333333333333334,0.6736842105263158,C,,10,3,6,0,0,0,0,6,6,0,0,1
item_0129,0.3793103448275862,0.5,0.5,0.3333333333333333,0.4883875309223602,0.39163292234261343,0.4,0.5586592178770949,D,,5,0,3,2,0,0,2,3,3,0,1,3
item_0130,0.4074074074074074,0.5454545454545454,0.3333333333333333,0.42857142857142855,0.5590665238997337,0.40381290716342266,0.24000000000000002,0.7136150234741784,D,,13,1,2,0,0,0,2,0,2,0,0,0
item_0131,0.5,0.75,0.3333333333333333,0.8571428571428571,0.6183264800929053,0.4767800258584709,0.5882352941176471,0.5895953757225434,C,,15,4,8,0,0,0,4,4,8,0,0,0
item_0132,0.3125,0.3125,1.0,0.14285714285714285,0.6832101806239738,0.5845127922730639,0.8666666666666666,0.6637931034482759,C,,14,1,5,0,0,0,5,0,5,0,0,4
item_0133,0.4482758620689655,0.4,1.0,0.6666666666666666,0.5796783041416872,0.43678695282832736,0.4,0.56353591160221,C,,19,3,4,2,0,0,6,0,4,0,2,1
item_0134,0.4583333333333333,0.7142857142857143,0.6666666666666666,0.0,0.6344780219780219,0.5034048117628929,0.85,0.7846153846153846,D,,12,6,10,2,0,0,10,2,10,0,0,1
item_0135,0.3888888888888889,0.21428571428571427,0.0,0.8571428571428571,0.48710113623430956,0.4158730158730159,0.15384615384615383,0.5517241379310345,C,,7,3,2,1,0,0,3,0,2,0,1,3
item_0136,0.2962962962962963,0.6,0.5,0.3333333333333333,0.5654098254616803,0.3366173608753001,0.1739130434782609,0.6,C,,8,2,4,0,0,0,2,2,4,0,0,0
item_0137,0.36,0.15384615384615385,1.0,0.5714285714285714,0.44493765121905826,0.3135933172731164,0.14814814814814817,0.542713567839196,B,,11,9,11,0,0,0,9,2,11,0,0,0
item_0138,0.34615384615384615,0.5714285714285714,0.5,0.4444444444444444,0.5601471375124601,0.5105223670900303,0.25,0.7022900763358779,D,,13,3,6,0,0,0,4,2,6,0,0,0
item_0139,0.47619047619047616,0.1111111111111111,0.5,0.875,0.4490746684721668,0.3423798756790852,0.2857142857142857,0.6823529411764706,B,,13,8,16,0,0,0,10,6,16,0,0,1
item_0140,0.5,0.4,0.0,0.6666666666666666,0.6963671611333491,0.6129467663615124,0.7741935483870968,0.6989247311827957,B,,9,0,,,,,,,,,,1
item_0141,0.56,0.6,1.0,0.6666666666666666,0.515288351495248,0.40579124180159876,0.1111111111111111,0.7783251231527094,C,,16,2,4,0,0,0,4,0,4,0,0,0
item_0142,0.4117647058823529,0.42857142857142855,0.3333333333333333,0.18181818181818182,0.5383035825940552,0.4206108875500635,0.3636363636363636,0.6739130434782609,,Judge returned non-JSON output: Expecting property name enclosed in double quotes: line 11 column 5 (char 1132),,,,,,,,,,,,
item_0143,0.4827586206896552,0.38461538461538464,1.0,0.5,0.5361450590680115,0.39113700114752015,0.4485981308411215,0.7099567099567101,C,,23,0,,,,,,,,,,1
item_0144,0.4583333333333333,0.5,0.3333333333333333,0.625,0.5268209876543211,0.39209547123852584,0.4444444444444445,0.6900000000000001,C,,16,1,2,0,0,0,0,2,2,0,0,1
item_0145,0.175,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,C,,26,2,5,0,0,0,1,4,5,0,0,3
